case_id,spec_id,split,scenario,fixture_seed,generation_contract,expected,state,result
n1_r000,HS_n1_b1,DEV,change_k,29110000,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r135,HS_n1_b1,RESERVED_CONFIRMATION,joint_parameters,29110135,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r136,HS_n1_b1,RESERVED_CONFIRMATION,joint_sample,29110136,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r137,HS_n1_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29110137,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r138,HS_n1_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29110138,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r139,HS_n1_b1,RESERVED_CONFIRMATION,change_L_analytic,29110139,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r140,HS_n1_b1,RESERVED_CONFIRMATION,small_nonzero_g,29110140,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r141,HS_n1_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29110141,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r142,HS_n1_b1,RESERVED_CONFIRMATION,same_input_repeat,29110142,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r143,HS_n1_b1,RESERVED_CONFIRMATION,interleaved_contexts,29110143,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r144,HS_n1_b1,RESERVED_CONFIRMATION,change_k,29110144,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r145,HS_n1_b1,RESERVED_CONFIRMATION,change_q,29110145,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r146,HS_n1_b1,RESERVED_CONFIRMATION,change_tau,29110146,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r147,HS_n1_b1,RESERVED_CONFIRMATION,change_t,29110147,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r148,HS_n1_b1,RESERVED_CONFIRMATION,change_omega,29110148,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r149,HS_n1_b1,RESERVED_CONFIRMATION,change_g,29110149,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r150,HS_n1_b1,RESERVED_CONFIRMATION,g_zero,29110150,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r151,HS_n1_b1,RESERVED_CONFIRMATION,joint_parameters,29110151,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r152,HS_n1_b1,RESERVED_CONFIRMATION,joint_sample,29110152,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r153,HS_n1_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29110153,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r154,HS_n1_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29110154,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r155,HS_n1_b1,RESERVED_CONFIRMATION,change_L_analytic,29110155,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r156,HS_n1_b1,RESERVED_CONFIRMATION,small_nonzero_g,29110156,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r157,HS_n1_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29110157,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r158,HS_n1_b1,RESERVED_CONFIRMATION,same_input_repeat,29110158,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r159,HS_n1_b1,RESERVED_CONFIRMATION,interleaved_contexts,29110159,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r160,HS_n1_b1,RESERVED_CONFIRMATION,change_k,29110160,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r161,HS_n1_b1,RESERVED_CONFIRMATION,change_q,29110161,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r162,HS_n1_b1,RESERVED_CONFIRMATION,change_tau,29110162,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r163,HS_n1_b1,RESERVED_CONFIRMATION,change_t,29110163,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r164,HS_n1_b1,RESERVED_CONFIRMATION,change_omega,29110164,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r165,HS_n1_b1,RESERVED_CONFIRMATION,change_g,29110165,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r166,HS_n1_b1,RESERVED_CONFIRMATION,g_zero,29110166,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r167,HS_n1_b1,RESERVED_CONFIRMATION,joint_parameters,29110167,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r168,HS_n1_b1,RESERVED_CONFIRMATION,joint_sample,29110168,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r169,HS_n1_b1,RESERVED_CONFIRMATION,repeat_q_then_separate,29110169,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r170,HS_n1_b1,RESERVED_CONFIRMATION,repeat_dtau_then_separate,29110170,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r171,HS_n1_b1,RESERVED_CONFIRMATION,change_L_analytic,29110171,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r172,HS_n1_b1,RESERVED_CONFIRMATION,small_nonzero_g,29110172,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r173,HS_n1_b1,RESERVED_CONFIRMATION,longer_legal_intervals,29110173,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r174,HS_n1_b1,RESERVED_CONFIRMATION,same_input_repeat,29110174,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r175,HS_n1_b1,RESERVED_CONFIRMATION,interleaved_contexts,29110175,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r176,HS_n1_b1,RESERVED_CONFIRMATION,change_k,29110176,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
n1_r177,HS_n1_b1,RESERVED_CONFIRMATION,change_q,29110177,use split-specific base input; alter scenario fields only; legal torus points and ordered times; no numerical execution now,same graph/layout/compiled code; match independent oracle,PLANNED,NOT_COMPUTED
